Stars and Planetary Systems in Fiction
Overview
Planetary romances
General uses of star names
List of planetary systems in fiction
36 Ophiuchi
40 (ο²) Eridani (Keid)
47 Ursae Majoris (Chalawan)[17]
58 Eridani
61 Cygni
61 Ursae Majoris
70 Ophiuchi
82 Eridani
94 Aquarii
107 Piscium
Acamar (Theta Eridani)
Achernar (Alpha Eridani)
Aldebaran (Alpha Tauri)
Algenubi (Epsilon Leonis)
Algol (Beta Persei)
Alhena (Gamma Geminorum)
Alioth (Epsilon Ursae Majoris)
Alkalurops (Mu Boötis)
Alnilam (Epsilon Orionis)
Alnitak (Zeta Orionis)
Alpha Arietis (Hamal)
Alpha Centauri (Rigil Kentaurus/Toliman)
Alpha Ceti (Menkar or Menkab)
Alpha Coronae Borealis (Alphecca/Alphekka)
Alpha Draconis (Thuban)
Alpha Gruis (Alnair)
Alpha Hydri
Alpha Mensae
Alpha Pavonis (Peacock)
Alpha Phoenicis (Ankaa)
Alpha Trianguli (Mothallah)
Alpha Tucanae
Altair (Alpha Aquilae)
Antares (Alpha Scorpii)
Arcturus (Alpha Boötis)
Barnard's Star
Beta Aquarii (Sadalsuud)
Beta Aquilae (Alshain)
Beta Aurigae (Menkalinan)
Beta Caeli
Beta Canum Venaticorum (Chara)
Beta Corvi
Beta Draconis (Rastaban)
Beta Eridani (Cursa)
Beta Fornacis
Beta Hydri
Beta Leporis (Nihal)
Beta Librae (Zubeneschamali)
Beta Pavonis
Beta Phoenicis
Beta Pyxidis
Beta Tauri (El Nath)
Beta Virginis (Zavijava)
Betelgeuse (Alpha Orionis)
Canopus (Alpha Carinae)
Capella (Alpha Aurigae)
Caph (Beta Cassiopeiae)
Chi Draconis
CY Aquarii
Delta Boötis (Princeps)
Delta Cephei
Delta Crateris
Delta Draconis (Altais)
Delta Eridani
Delta1 Gruis
Delta Pavonis
Delta Phoenicis
Delta Sagittarii (Kaus Media)
Deneb (Alpha Cygni)
Dorsum (Theta Capricorni)
Ensis (Eta Orionis)
Epsilon Eridani (Ran)[17]
Epsilon Gruis
Epsilon Indi
Epsilon Pegasi (Enif)
Epsilon Scorpii (Larawag)[17]
Eta Boötis (Mufrid)
Eta Cassiopeiae (Achird)
Eta Pegasi (Matar)
Fomalhaut (Alpha Piscis Austrini)
Gamma Andromedae (Almach)
Gamma Crateris
Gamma Draconis (Etamin / Eltanin)
Gamma Hydrae
Gamma Leporis
Gamma Orionis (Bellatrix)
Gamma Serpentis
Gamma Trianguli
Gliese catalog of stars
"Gliese 581 (GJ 581, Wolf 562)"
Gliese 687 (GJ 687)
Gliese 754
Gliese 876 (Ross 780)
Gliese 1061 (LHS 1565)
Gliese 3707 (LHS 2520)
Groombridge 34
Groombridge 1618
Iota Antliae
Iota Geminorum
Iota Horologii (Gliese 108)
Iota Persei
Izar (Epsilon Boötis)
Kappa Coronae Borealis
Kapteyn's Star
Kruger 60 (DO Cephei)
Lacaille 9352
Lalande 21185 (Gliese 411)
Lalande 46650
Lambda Scorpii (Shaula)
Lambda Serpentis
Luyten's Star
Maia (20 Tauri)
Markab / Markeb (Kappa Velorum)
Mintaka (Delta Orionis)
Mira (Omicron Ceti)
Mirach (Beta Andromedae)
Mizar (Zeta Ursae Majoris)
Mu Capricorni
Mu Cassiopeiae
Mu Herculis
Nu Ophiuchi
Omicron Persei (Al Atik)
p Eridani (Gliese 66)
Phecda (Gamma Ursae Majoris)
Phi Ophiuchi (8 Ophiuchi)
Phi Orionis (φ1 or φ2)
Polaris (Alpha Ursae Minoris)
Pollux (Beta Geminorum)
Procyon (Alpha Canis Minoris)
Proxima Centauri (Alpha Centauri C)
Regulus (Alpha Leonis)
Rigel (Beta Orionis)
Ross catalog of stars
Ross 128 (FI Virginis)
Ross 154 (V1216 Sagittarii)
Ross 248 (HH Andromedae)
Ross 780 (Gliese 876)
Rukbat (Alpha Sagittarii)
Sheliak (Beta Lyrae)
Sigma Draconis (Alsafi)
Sigma Sculptoris
Sirius (Alpha Canis Majoris)
Spica (Alpha Virginis)
T Coronae Borealis
Tau Ceti
Tau Coronae Borealis
Tau Cygni
Theta Centauri (Menkent)
Theta Hydrae
Theta Ursae Majoris
Unukalhai (Alpha Serpentis)
UV Ceti (Luyten 726–8)
Van Maanen's Star (Gliese 35)
Vega (Alpha Lyrae)
Wolf 359 (CN Leonis)
Xi Puppis
Zeta Aquilae
Zeta Draconis (Aldhibah)[17]
Zeta Ophiuchi
Zeta Persei (Menkib)
Zeta Reticuli
Zeta Tucanae
See also
Notes and references
Notes
References
